"PrecedingWeekToFollowingWeek","PrecedingWeekThursdayDate","PrecedingWeekThursdayOpen","PrecedingWeekThursdayHigh","PrecedingWeekThursdayLow","PrecedingWeekThursdayClose","PrecedingWeekThursdayVolume","PrecedingWeekThursdayDayOfTheWeek","PrecedingWeekFridayDate","PrecedingWeekFridayOpen","PrecedingWeekFridayHigh","PrecedingWeekFridayLow","PrecedingWeekFridayClose","PrecedingWeekFridayVolume","PrecedingWeekFridayDayOfTheWeek","Unnamed..15","PrecedingWeekFridayVolumeToPrecedingWeekThursdayVolumeRatio","FollowingWeekMondayDate","FollowingWeekMondayOpen","FollowingWeekMondayHigh","FollowingWeekMondayLow","FollowingWeekMondayClose","FollowingWeekMondayVolume","FollowingWeekMondayDayOfTheWeek","didFridayCloseHigherThanThursdayClose","FridayCloseComparedToThursdayCloseChangeInPercent","wasFridayIntradayPositive","FridayIntradayChangeInPercent","WasMondayOpenHigherThanFridayClose","MondayOpenComparedToFridayCloseChangeInPercent","MondayOpenToFridayCloseRatio","WasMondayCloseHigherThanFridayClose","MondayCloseComparedToFridayCloseChangeInPercent","fridayWasATripleWitchDay","NFPDayOrNot","NFPOutcome","CSIOutcome","CSIActualMinusExpected","CSIDayOrNot","wasItFOMCWeek","FOMCMeetingDate","FOMCAction","FOMCActualVSExpected","FOMCActionSpecial","PrecedingWeekFridayMonth","NFPOutcomeIsShock","CSIOutcomeIsShock","PrecedingWeekFridayVolumePrecedingWeekThursdayVolumeRATIO","Month","Monthclose","non_random_modelOPEN_predict","mixed_modelOPEN_predict","non_random_modelCLOSE_predict","mixed_modelCLOSE_predict"
"1/7/13 to 1/14/13","1/10/13",146.729996,147.089996,145.970001,147.080002,130735400,"Thursday","2013-01-11",147.039993,147.149994,146.610001,147.070007,113917300,"Friday",NA,0.871357719,"1/14/13",146.889999,147.070007,146.429993,146.970001,89567200,"Monday",0,-0.006795621,1,0.020412134,0,-0.122396132,0.998776039,0,-0.067998909,0,0,"Baseline","",0,0,0,"","","","","Jan",0,0,0.871357719485312,"Odd","Odd",1,1,1,1
"1/21/13 to 1/28/13","1/24/13",149.149994,150.139999,149.009995,149.410004,146426400,"Thursday","2013-01-25",149.880005,150.25,149.369995,150.25,147211600,"Friday",NA,1.005362421,"1/28/13",150.289993,150.330002,149.509995,150.070007,113357700,"Monday",1,0.562208672452759,1,0.246860813755637,1,0.026617637,1.000266176,0,-0.119795674,0,0,"Baseline","",0,0,0,"","","","","Jan",0,0,1.00536242098419,"Odd","Odd",0,0,1,1
"1/28/13 to 2/4/13","1/31/13",149.889999,150.380005,149.600006,149.699997,108975800,"Thursday","2013-02-01",150.649994,151.419998,150.389999,151.240005,131173000,"Friday",NA,1.203689259,"2/4/13",150.320007,151.270004,149.429993,149.539993,159073600,"Monday",1,1.02872947953366,1,0.39164356,0,-0.608303339,0.993916967,0,-1.124049156,0,1,"Baseline","Baseline",2.3,1,1,"1/30/13","Pause","Match","","Feb",0,0,1.20368925945026,"Even","Even",0,0,0,0
"2/4/13 to 2/11/13","2/7/13",151.210007,151.350006,149.860001,150.960007,162490000,"Thursday","2013-02-08",151.220001,151.889999,151.220001,151.800003,103133700,"Friday",NA,0.634707982,"2/11/13",151.740005,151.899994,151.389999,151.770004,73775000,"Monday",1,0.5564361162225,1,0.383548469887927,0,-0.039524373,0.999604756,0,-0.019762187,0,0,"Baseline","",0,0,0,"","","","","Feb",0,0,0.634707982029663,"Even","Even",0,0,1,1
"2/18/13 to 2/25/13","2/21/13",150.960007,151.419998,149.940002,150.419998,183257000,"Thursday","2013-02-22",151.149994,151.889999,150.490005,151.889999,106356600,"Friday",NA,0.580368553,"2/25/13",152.630005,152.860001,149,149,245824800,"Monday",1,0.977264339546126,1,0.489583214935488,1,0.487198633795516,1.004871986,0,-1.902692092,0,0,"Baseline","",0,0,0,"","","","","Feb",0,0,0.580368553452256,"Even","Even",0,1,1,1
"2/25/13 to 3/4/13","2/28/13",151.899994,152.869995,151.410004,151.610001,126866000,"Thursday","2013-03-01",151.089996,152.339996,150.410004,152.110001,170634800,"Friday",NA,1.345000236,"3/4/13",151.759995,152.919998,151.520004,152.919998,99010200,"Monday",1,0.329793547062901,1,0.675097641805482,0,-0.230100584,0.997698994,1,0.532507392462631,0,0,"Baseline","Baseline",1.3,1,0,"","","","","Mar",0,0,1.34500023646998,"Odd","Odd",1,0,1,1
"3/4/13 to 3/11/13","3/7/13",154.699997,154.979996,154.520004,154.779999,86101400,"Thursday","2013-03-08",155.460007,155.649994,154.660004,155.440002,123477800,"Friday",NA,1.434097471,"3/11/13",155.320007,156.039993,155.130005,156.029999,83746800,"Monday",1,0.426413622085622,0,-0.012868261,0,-0.077196988,0.99922803,1,0.379565744,0,1,"Baseline","",0,0,0,"","","","","Mar",0,0,1.43409747112126,"Odd","Odd",1,1,1,1
"3/11/13 to 3/18/13","3/14/13",156.309998,156.800003,155.910004,156.729996,126329900,"Thursday","2013-03-15",155.850006,156.039993,155.309998,155.830002,138601100,"Friday",NA,1.097136149,"3/18/13",154.339996,155.639999,154.199997,154.970001,126704300,"Monday",0,-0.574232134,0,-0.012835418,0,-0.956174024,0.99043826,0,-0.551884097,1,0,"Baseline","Shock",-6.2,1,0,"","","","","Mar",0,1,1.09713614908268,"Odd","Odd",0,0,0,0
"3/18/13 to 3/25/13","3/21/13",154.759995,155.639999,154.100006,154.360001,128605000,"Thursday","2013-03-22",154.850006,155.600006,154.729996,155.600006,111163600,"Friday",NA,0.864380079,"3/25/13",156.009995,156.270004,154.350006,154.949997,151322300,"Monday",1,0.803320155459183,1,0.484339664797946,1,0.263489064389879,1.002634891,0,-0.417743557,0,0,"Baseline","",0,0,1,"3/20/13","Pause","Match","","Mar",0,0,0.864380078535049,"Odd","Odd",0,0,1,1
"4/1/13 to 4/8/13","4/4/13",155.429993,156.169998,155.089996,155.860001,131885000,"Thursday","2013-04-05",153.949997,155.350006,153.770004,155.160004,159666000,"Friday",NA,1.210645638,"4/8/13",155.270004,156.220001,154.75,156.210007,86571200,"Monday",0,-0.449119078,1,0.785974032854311,1,0.070894559,1.000708946,1,0.676722720373224,0,1,"Baseline","",0,0,0,"","","","","Apr",0,0,1.21064563824544,"Even","Even",1,1,1,1
"4/8/13 to 4/15/13","4/11/13",158.699997,159.710007,158.539993,159.190002,110142500,"Thursday","2013-04-12",158.679993,159.039993,157.919998,158.800003,116359900,"Friday",NA,1.056448691,"4/15/13",158,158.130005,155.100006,155.119995,217259000,"Monday",0,-0.244989632,1,0.075630202,0,-0.503780217,0.994962198,0,-2.317385347,0,0,"Baseline","Shock",-6.2,1,0,"","","","","Apr",0,1,1.05644869146787,"Even","Even",0,0,0,1
"4/15/13 to 4/22/13","4/18/13",155.369995,155.410004,153.550003,154.139999,167583200,"Thursday","2013-04-19",154.5,155.550003,154.119995,155.479996,149687600,"Friday",NA,0.89321364,"4/22/13",155.779999,156.539993,154.75,156.169998,106553500,"Monday",1,0.869337620794983,1,0.634301618122977,1,0.192952796319858,1.001929528,1,0.443788280004839,0,0,"Baseline","",0,0,0,"","","","","Apr",0,0,0.893213639553368,"Even","Even",1,1,1,1
"4/22/13 to 4/29/13","4/25/13",158.339996,159.270004,158.100006,158.520004,131060600,"Thursday","2013-04-26",158.330002,158.600006,157.729996,158.240005,95918800,"Friday",NA,0.731866022,"4/29/13",158.669998,159.649994,158.419998,159.300003,88572800,"Monday",0,-0.176633228,0,-0.056841406,1,0.27173469818836,1.002717347,1,0.669867269025938,0,0,"Baseline","Baseline",3.2,1,0,"","","","","Apr",0,0,0.731866022282822,"Even","Even",1,1,0,0
"4/29/13 to 5/6/13","5/2/13",158.679993,159.889999,158.529999,159.75,96407600,"Thursday","2013-05-03",161.139999,161.880005,159.779999,161.369995,144202300,"Friday",NA,1.495756559,"5/6/13",161.490005,162.009995,161.419998,161.779999,66882100,"Monday",1,1.01408137715179,1,0.142730545753572,1,0.074369464,1.000743695,1,0.254076973851313,0,1,"Baseline","",0,0,1,"5/1/13","Pause","Match","","May",0,0,1.49575655861156,"Odd","Even",0,0,1,1
"5/6/13 to 5/13/13","5/9/13",163.270004,163.699997,162.470001,162.880005,106738600,"Thursday","2013-05-10",162.990005,163.550003,162.509995,163.410004,103203000,"Friday",NA,0.966876088,"5/13/13",163.199997,163.809998,162.820007,163.539993,81843200,"Monday",1,0.325392303370801,1,0.257683899083254,0,-0.128515388,0.998714846,1,0.079547761,0,0,"Baseline","",0,0,0,"","","","","May",0,0,0.966876087938197,"Odd","Even",0,0,1,1
"5/13/13 to 5/20/13","5/16/13",165.779999,166.360001,165.089996,165.339996,109913600,"Thursday","2013-05-17",165.949997,167.039993,165.729996,166.940002,129801000,"Friday",NA,1.180936663,"5/20/13",166.779999,167.580002,166.610001,166.929993,85071200,"Monday",1,0.967706568,1,0.596568254231422,0,-0.095844614,0.999041554,0,-0.005995567,0,0,"Baseline","Upbeat",5.7,1,0,"","","","","May",0,0,1.18093666297892,"Odd","Even",1,0,1,1
"5/27/13 to 6/3/13","5/30/13",165.350006,166.589996,165.220001,165.830002,107793800,"Thursday","2013-05-31",165.369995,166.309998,163.130005,163.449997,176850100,"Friday",NA,1.64063332,"6/3/13",163.830002,164.460007,162.660004,164.350006,168390700,"Monday",0,-1.435207726,0,-1.161031661,1,0.232490062388934,1.002324901,1,0.550632619467109,0,0,"Baseline","Baseline",0.799999999999997,1,0,"","","","","May",0,0,1.64063332028373,"Odd","Even",1,1,1,1
"6/3/13 to 6/10/13","6/6/13",161.199997,162.740005,160.25,162.729996,200225500,"Thursday","2013-06-07",163.850006,164.949997,163.139999,164.800003,188337800,"Friday",NA,0.940628441,"6/10/13",165.309998,165.399994,164.369995,164.800003,105667100,"Monday",1,1.27205005277577,1,0.57979674410265,1,0.309462979803467,1.00309463,0,0,0,1,"Baseline","",0,0,0,"","","","","Jun",0,0,0.940628441432285,"Even","Odd",1,1,1,1
"6/10/13 to 6/17/13","6/13/13",161.660004,164.5,161.300003,164.210007,163587800,"Thursday","2013-06-14",164.029999,164.669998,162.910004,163.179993,141197500,"Friday",NA,0.863129769,"6/17/13",164.289993,165.220001,163.220001,164.440002,136295600,"Monday",0,-0.627254099,0,-0.518201552,1,0.680230449574792,1.006802304,1,0.772158999,0,0,"Baseline","Baseline",-1.8,1,0,"","","","","Jun",0,0,0.863129768845843,"Even","Odd",1,1,1,1
"6/17/13 to 6/24/13","6/20/13",161.860001,163.470001,158.979996,159.399994,321255900,"Thursday","2013-06-21",159.639999,159.759995,157.470001,159.070007,271956800,"Friday",NA,0.846542585,"6/24/13",157.410004,158.429993,155.729996,157.059998,222329000,"Monday",0,-0.207018201,0,-0.357048361,0,-1.043567566,0.989564324,0,-1.263600246,1,0,"Baseline","",0,0,1,"6/19/13","Pause","Match","","Jun",0,0,0.84654258489883,"Even","Odd",1,1,0,0
"6/24/13 to 7/1/13","6/27/13",161.100006,161.820007,160.949997,161.080002,129483700,"Thursday","2013-06-28",160.630005,161.399994,159.860001,160.419998,160402900,"Friday",NA,1.238788357,"7/1/13",161.259995,162.479996,161.080002,161.360001,131954800,"Monday",0,-0.409736772,0,-0.130739584,1,0.523623619543999,1.005236236,1,0.585963727539766,0,0,"Baseline","Baseline",1.3,1,0,"","","","","Jun",0,0,1.23878835714457,"Even","Odd",1,1,1,1
"7/8/13 to 7/15/13","7/11/13",167.110001,167.610001,165.179993,167.440002,135592200,"Thursday","2013-07-12",167.389999,167.929993,167.130005,167.509995,104212700,"Friday",NA,0.768574446,"7/15/13",167.970001,168.389999,167.679993,168.149994,69450600,"Monday",1,0.041801839,1,0.071686481,1,0.274614061089306,1.002746141,1,0.38206615670903,0,0,"Baseline","Baseline",-1.1,1,0,"","","","","Jul",0,0,0.768574446022706,"Even","Odd",0,0,1,1
"7/15/13 to 7/22/13","7/18/13",168.309998,169.270004,168.199997,168.869995,103620100,"Thursday","2013-07-19",168.520004,169.229996,168.309998,169.169998,103831700,"Friday",NA,1.002042075,"7/22/13",169.410004,169.740005,169.009995,169.5,79428600,"Monday",1,0.17765322963384,1,0.385707325,1,0.141872674136932,1.001418727,1,0.195071232429764,0,0,"Baseline","",0,0,0,"","","","","Jul",0,0,1.00204207484841,"Even","Odd",0,0,1,1
"7/22/13 to 7/29/13","7/25/13",168.220001,169.080002,167.940002,168.929993,111088600,"Thursday","2013-07-26",168.220001,169.160004,167.520004,169.110001,107814600,"Friday",NA,0.970528029,"7/29/13",168.679993,169.059998,168.110001,168.589996,79695000,"Monday",1,0.106557750227347,1,0.529069073064632,0,-0.254277096,0.997457229,0,-0.30749512,0,0,"Baseline","Baseline",1.09999999999999,1,0,"","","","","Jul",0,0,0.970528028978671,"Even","Odd",0,1,1,1
"7/29/13 to 8/5/13","8/1/13",169.990005,170.809998,169.899994,170.660004,110438400,"Thursday","2013-08-02",170.279999,170.970001,170.050003,170.949997,91116700,"Friday",NA,0.825045455,"8/5/13",170.570007,170.960007,170.350006,170.699997,54072700,"Monday",1,0.169924407127056,1,0.393468407290743,0,-0.222281373,0.997777186,0,-0.146241594,0,1,"Baseline","",0,0,1,"7/31/13","Pause","Match","","Aug",0,0,0.825045455203987,"Even","Even",0,0,1,1
"8/5/13 to 8/12/13","8/8/13",169.979996,170.179993,168.929993,169.800003,102181300,"Thursday","2013-08-09",169.580002,170.100006,168.720001,169.309998,91757700,"Friday",NA,0.897989162,"8/12/13",168.460007,169.309998,168.380005,169.110001,68593300,"Monday",0,-0.288577733,0,-0.159219246,0,-0.502032373,0.994979676,0,-0.118124743,0,0,"Baseline","",0,0,0,"","","","","Aug",0,0,0.897989162400557,"Even","Even",1,1,1,1
"8/12/13 to 8/19/13","8/15/13",167.410004,167.429993,166.089996,166.380005,152931800,"Thursday","2013-08-16",166.059998,166.630005,165.5,165.830002,130868200,"Friday",NA,0.855729155,"8/19/13",165.639999,166.210007,164.759995,164.770004,96437600,"Monday",0,-0.330570371,0,-0.138501748,0,-0.114576975,0.99885423,0,-0.639207615,0,0,"Baseline","Shock",-5.5,1,0,"","","","","Aug",0,1,0.855729155087431,"Even","Even",0,0,1,1
"8/19/13 to 8/26/13","8/22/13",164.899994,166.300003,164.889999,166.059998,101471400,"Thursday","2013-08-23",166.550003,166.830002,165.770004,166.619995,90888900,"Friday",NA,0.89570953,"8/26/13",166.789993,167.300003,165.889999,166,89702100,"Monday",1,0.337225705615136,1,0.042024616,1,0.102027370724637,1.001020274,0,-0.372101199,0,0,"Baseline","",0,0,0,"","","","","Aug",0,0,0.895709529975934,"Even","Even",0,0,1,1
"9/2/13 to 9/9/13","9/5/13",165.850006,166.399994,165.729996,165.960007,63090500,"Thursday","2013-09-06",166.509995,166.979996,164.479996,166.039993,159756500,"Friday",NA,2.532179964,"9/9/13",166.449997,167.729996,166.449997,167.630005,87559300,"Monday",1,0.048195949,0,-0.282266539,1,0.246930870443958,1.002469309,1,0.957607845719436,0,1,"Baseline","",0,0,0,"","","","","Sep",0,0,2.53217996370293,"Even","Even",1,1,1,1
"9/9/13 to 9/16/13","9/12/13",169.339996,169.559998,168.720001,168.949997,83209000,"Thursday","2013-09-13",169.130005,169.460007,168.740005,169.330002,72727800,"Friday",NA,0.874037664,"9/16/13",171.160004,171.240005,170.039993,170.309998,106299200,"Monday",1,0.224921578424184,1,0.118250454731552,1,1.08073110398946,1.010807311,1,0.578749181140386,0,0,"Baseline","Shock",-5.2,1,0,"","","","","Sep",0,1,0.874037664194979,"Even","Even",0,0,0,0
"9/16/13 to 9/23/13","9/19/13",173.520004,173.600006,172.589996,172.759995,146616900,"Thursday","2013-09-20",172.330002,172.330002,170.580002,170.720001,132867100,"Friday",NA,0.906219542,"9/23/13",170.490005,170.649994,169.389999,169.929993,104616500,"Monday",0,-1.180825457,0,-0.934254617,0,-0.13472118,0.998652788,0,-0.4627507,1,0,"Baseline","",0,0,1,"9/18/13","Pause","Match","","Sep",0,0,0.90621954222194,"Even","Even",1,1,0,0
"9/23/13 to 9/30/13","9/26/13",169.320007,170.169998,169.050003,169.690002,77146900,"Thursday","2013-09-27",168.839996,169.139999,168.470001,168.910004,99141800,"Friday",NA,1.285104133,"9/30/13",167.479996,168.539993,167.149994,168.009995,143937000,"Monday",0,-0.459660552,1,0.041464109,0,-0.846609417,0.991533906,0,-0.532833449,0,0,"Baseline","Baseline",-0.5,1,0,"","","","","Sep",0,0,1.28510413250565,"Even","Even",1,1,1,1
"9/30/13 to 10/7/13","10/3/13",168.789993,168.940002,166.839996,167.619995,176698000,"Thursday","2013-10-04",167.75,169.059998,167.529999,168.889999,96878000,"Friday",NA,0.548268798,"10/7/13",167.419998,168.449997,167.25,167.429993,96295000,"Monday",1,0.757668558575008,1,0.679582116244405,0,-0.870389608,0.991296104,0,-0.864471555,0,0,"Baseline","",0,0,0,"","","","","Oct",0,0,0.548268797609481,"Even","Even",1,1,1,1
"10/7/13 to 10/14/13","10/10/13",167.289993,169.259995,167.229996,169.169998,195955000,"Thursday","2013-10-11",168.910004,170.320007,168.770004,170.259995,105040000,"Friday",NA,0.536041438,"10/14/13",169.210007,171.080002,169.080002,170.940002,112106000,"Monday",1,0.644320513617321,1,0.799236852779908,0,-0.616696835,0.993833032,1,0.399393292593477,0,0,"Baseline","Baseline",-0.8,1,0,"","","","","Oct",0,0,0.536041438085275,"Even","Even",1,1,1,1
"10/14/13 to 10/21/13","10/17/13",171.369995,173.320007,171.339996,173.220001,129389000,"Thursday","2013-10-18",173.860001,174.509995,173.509995,174.389999,138316000,"Friday",NA,1.0689935,"10/21/13",174.449997,174.75,174.009995,174.399994,104104000,"Monday",1,0.675440476414726,1,0.304841825003773,1,0.034404496,1.000344045,1,0.005731407,0,0,"Baseline","",0,0,0,"","","","","Oct",0,0,1.06899350022027,"Even","Even",0,0,1,1
"10/21/13 to 10/28/13","10/24/13",174.919998,175.369995,174.509995,175.149994,70350000,"Thursday","2013-10-25",175.509995,176,175.169998,175.949997,93625000,"Friday",NA,1.330845771,"10/28/13",175.889999,176.470001,175.699997,176.229996,84979000,"Monday",1,0.45675308444487,1,0.25069911260609,0,-0.034099461,0.999659005,1,0.159135552585433,0,0,"Baseline","Baseline",-1.8,1,0,"","","","","Oct",0,0,1.33084577114428,"Even","Even",0,0,1,1
"10/28/13 to 11/4/13","10/31/13",176.149994,176.889999,175.529999,175.789993,133795000,"Thursday","2013-11-01",176.020004,176.610001,175.220001,176.210007,142805000,"Friday",NA,1.067341829,"11/4/13",176.690002,176.899994,175.979996,176.830002,85677000,"Monday",1,0.238929413917196,1,0.107943981185224,1,0.272399398973977,1.002723994,1,0.35185005128569,0,0,"Baseline","",0,0,1,"10/30/13","Pause","Match","","Nov",0,0,1.06734182891737,"Even","Even",0,0,1,1
"11/4/13 to 11/11/13","11/7/13",177.5,177.639999,174.759995,174.929993,157000000,"Thursday","2013-11-08",174.869995,177.309998,174.850006,177.289993,136713000,"Friday",NA,0.870783439,"11/11/13",177.119995,177.529999,176.910004,177.320007,62614000,"Monday",1,1.34911112698668,1,1.38388406770414,0,-0.095886969,0.99904113,1,0.016929326,0,1,"Baseline","Baseline",-2.5,1,0,"","","","","Nov",0,0,0.870783439490446,"Even","Even",1,1,1,1
"11/11/13 to 11/18/13","11/14/13",178.539993,179.419998,178.25,179.270004,103435000,"Thursday","2013-11-15",179.559998,180.119995,179.330002,180.050003,102818000,"Friday",NA,0.994034901,"11/18/13",180.350006,180.5,179.020004,179.419998,104796000,"Monday",1,0.435097329500815,1,0.272892072542792,1,0.166622046654453,1.00166622,0,-0.349905576,0,0,"Baseline","",0,0,0,"","","","","Nov",0,0,0.994034901145647,"Even","Even",0,0,1,1
"11/18/13 to 11/25/13","11/21/13",178.970001,180.050003,178.860001,179.910004,92841000,"Thursday","2013-11-22",179.979996,180.830002,179.770004,180.809998,81296000,"Friday",NA,0.875647613,"11/25/13",181.130005,181.169998,180.369995,180.630005,79486000,"Monday",1,0.500246778939553,1,0.461163472856176,1,0.176985235075332,1.001769852,0,-0.099548146,0,0,"Baseline","",0,0,0,"","","","","Nov",0,0,0.875647612584957,"Even","Even",0,1,1,1
"12/2/13 to 12/9/13","12/5/13",179.410004,179.740005,178.770004,178.940002,106934000,"Thursday","2013-12-06",180.669998,181.110001,180.149994,180.940002,127728000,"Friday",NA,1.194456394,"12/9/13",181.470001,181.669998,181.160004,181.399994,70124000,"Monday",1,1.11769306898745,1,0.149445952836065,1,0.292914222472488,1.002929142,1,0.254223496692566,0,1,"Baseline","Upbeat",6.5,1,0,"","","","","Dec",0,0,1.19445639366338,"Even","Even",0,0,1,1
"12/9/13 to 12/16/13","12/12/13",178.639999,178.860001,177.759995,178.130005,115565000,"Thursday","2013-12-13",178.5,178.660004,177.770004,178.110001,107808000,"Friday",NA,0.932877601,"12/16/13",178.949997,179.809998,178.899994,179.220001,96195000,"Monday",0,-0.01123,0,-0.218486835,1,0.471616414173163,1.004716164,1,0.62321037211155,0,0,"Baseline","",0,0,0,"","","","","Dec",0,0,0.93287760134989,"Even","Even",1,1,1,1
"12/16/13 to 12/23/13","12/19/13",181.179993,181.699997,180.710007,181.490005,136531200,"Thursday","2013-12-20",180.690002,181.990005,180.570007,181.559998,197087000,"Friday",NA,1.443530856,"12/23/13",182.449997,182.639999,182.070007,182.529999,85598000,"Monday",1,0.03856576,1,0.481485411683163,1,0.490195533049074,1.004901955,1,0.534259203946453,1,0,"Baseline","",0,0,1,"12/18/13","Pause","Match","","Dec",0,0,1.44353085595087,"Even","Even",0,1,0,0
"12/23/13 to 12/30/13","12/26/13",183.339996,183.960007,183.320007,183.860001,63365000,"Thursday","2013-12-27",184.100006,184.179993,183.660004,183.850006,61814000,"Friday",NA,0.975522765,"12/30/13",183.869995,184.020004,183.580002,183.820007,56857000,"Monday",0,-0.005436201,0,-0.135795759,1,0.01087245,1.000108725,0,-0.016317106,0,0,"Baseline","",0,0,0,"","","","","Dec",0,0,0.975522764933323,"Even","Even",1,1,1,1
"12/30/13 to 1/6/14","1/2/14",183.979996,184.070007,182.479996,182.919998,119636900,"Thursday","2014-01-03",183.229996,183.600006,182.630005,182.889999,81390600,"Friday",NA,0.680313515,"1/6/14",183.490005,183.559998,182.080002,182.360001,108028200,"Monday",0,-0.016400066,0,-0.1855575,1,0.328069333085844,1.003280693,0,-0.289790586,0,0,"Baseline","",0,0,0,"","","","","Jan",0,0,0.680313515311747,"Odd","Odd",1,1,1,1
"1/6/14 to 1/13/14","1/9/14",184.110001,184.130005,182.800003,183.639999,90683400,"Thursday","2014-01-10",183.949997,184.220001,183.009995,184.139999,102026400,"Friday",NA,1.125083532,"1/13/14",183.669998,184.179993,181.339996,181.690002,149892000,"Monday",1,0.272271837683902,1,0.1032900261477,0,-0.255241122,0.997447589,0,-1.330507773,0,1,"Baseline","",0,0,0,"","","","","Jan",0,0,1.12508353237748,"Odd","Odd",0,0,1,1
"1/20/14 to 1/27/14","1/23/14",183.369995,183.399994,181.820007,182.789993,132496900,"Thursday","2014-01-24",181.600006,181.660004,178.830002,178.889999,208677100,"Friday",NA,1.574958358,"1/27/14",179.059998,179.520004,177.119995,178.009995,180843100,"Monday",0,-2.133592729,0,-1.492294554,1,0.095029907,1.000950299,0,-0.491924649,0,0,"Baseline","",0,0,0,"","","","","Jan",0,0,1.57495835751629,"Odd","Odd",1,1,1,1
"1/27/14 to 2/3/14","1/30/14",178.830002,179.809998,178.259995,179.229996,118938100,"Thursday","2014-01-31",177.009995,179.289993,176.919998,178.179993,194677900,"Friday",NA,1.636800151,"2/3/14",177.970001,178.369995,173.830002,174.169998,254837100,"Monday",0,-0.585841111,1,0.660978494,0,-0.11785386,0.998821461,0,-2.250530451,0,0,"Baseline","Baseline",0.200000000000003,1,1,"1/29/14","Pause","Match","","Jan",0,0,1.63680015066661,"Odd","Odd",1,1,1,1
"2/3/14 to 2/10/14","2/6/14",175.580002,177.479996,175.220001,177.479996,132877600,"Thursday","2014-02-07",178.309998,179.869995,177.729996,179.679993,170787200,"Friday",NA,1.285297146,"2/10/14",179.699997,180.070007,179.210007,180.009995,92218800,"Monday",1,1.23957462789215,1,0.768322032060136,1,0.011133126,1.000111331,1,0.183660959960082,0,1,"Baseline","",0,0,0,"","","","","Feb",0,0,1.28529714564381,"Even","Even",1,1,1,1
"2/17/14 to 2/24/14","2/20/14",183.270004,184.520004,182.600006,184.100006,104998100,"Thursday","2014-02-21",184.449997,184.889999,183.800003,183.889999,118116400,"Friday",NA,1.124938451,"2/24/14",184.279999,186.149994,184.199997,184.910004,114063900,"Monday",0,-0.11407224,0,-0.303604234,1,0.212083311828184,1.002120833,1,0.55468215,0,0,"Baseline","",0,0,0,"","","","","Feb",0,0,1.12493845126721,"Even","Even",1,1,1,1
"2/24/14 to 3/3/14","2/27/14",184.580002,185.869995,184.369995,185.820007,93880800,"Thursday","2014-02-28",185.789993,187.149994,185.050003,186.289993,150842000,"Friday",NA,1.60673961,"3/3/14",184.649994,185.449997,183.75,184.979996,167748500,"Monday",1,0.252925402160816,1,0.269121060788242,0,-0.880347341,0.991196527,0,-0.703203097,0,0,"Baseline","Baseline",0.299999999999997,1,0,"","","","","Feb",0,0,1.60673961022914,"Even","Even",0,0,1,1
"3/3/14 to 3/10/14","3/6/14",188.210007,188.610001,187.779999,188.179993,82516500,"Thursday","2014-03-07",188.960007,188.960007,187.429993,188.259995,114513500,"Friday",NA,1.387764871,"3/10/14",187.970001,188.229996,187.080002,188.160004,74939200,"Monday",1,0.042513552,0,-0.370455109,0,-0.154039099,0.998459609,0,-0.053113249,0,1,"Baseline","",0,0,0,"","","","","Mar",0,0,1.38776487126817,"Odd","Odd",1,1,1,1
"3/10/14 to 3/17/14","3/13/14",187.839996,187.990005,184.660004,185.179993,155014300,"Thursday","2014-03-14",184.850006,185.800003,184.440002,184.660004,153919600,"Friday",NA,0.992938071,"3/17/14",185.589996,186.770004,185.509995,186.330002,98359500,"Monday",0,-0.280801933,0,-0.102787121,1,0.503623946634392,1.005036239,1,0.904363676,0,0,"Baseline","Baseline",-2.1,1,0,"","","","","Mar",0,0,0.992938070874752,"Odd","Odd",1,1,1,1
"3/17/14 to 3/24/14","3/20/14",186.25,187.889999,185.919998,187.75,117241000,"Thursday","2014-03-21",187.710007,189.020004,186.029999,186.199997,163128000,"Friday",NA,1.391390384,"3/24/14",186.839996,187.070007,184.619995,185.429993,121411000,"Monday",0,-0.82556751,0,-0.804437666,1,0.343715902422929,1.003437159,0,-0.413535989,1,0,"Baseline","",0,0,1,"3/19/14","Pause","Match","","Mar",0,0,1.39139038391007,"Odd","Odd",1,1,0,0
"3/24/14 to 3/31/14","3/27/14",184.75,185.339996,183.899994,184.580002,142383000,"Thursday","2014-03-28",185.110001,186.419998,185,185.490005,101642000,"Friday",NA,0.713863312,"3/31/14",186.669998,187.300003,185.520004,187.009995,99745000,"Monday",1,0.49301278044194,1,0.205285504806402,1,0.636149101403063,1.006361491,1,0.81944577,0,0,"Baseline","Baseline",-0.5,1,0,"","","","","Mar",0,0,0.713863312333635,"Odd","Odd",0,0,1,1
"3/31/14 to 4/7/14","4/3/14",189.169998,189.220001,188.050003,188.630005,77435000,"Thursday","2014-04-04",189.660004,189.699997,186.100006,186.399994,169381000,"Friday",NA,2.18739588,"4/7/14",185.949997,186.259995,183.960007,184.339996,140803000,"Monday",0,-1.182214357,0,-1.718870574,0,-0.241414707,0.997585853,0,-1.105149177,0,1,"Baseline","",0,0,0,"","","","","Apr",0,0,2.18739588041583,"Even","Even",1,1,1,1
